State,2016,Party
Utah,5057.0,R
Arizona,5329.0,R
Nevada,5424.0,D
Georgia,5582.0,R
Alabama,5619.0,R
South Carolina,5761.0,R
Arkansas,5762.0,R
North Carolina,5779.0,R
Texas,5798.0,R
Mississippi,5822.0,R
Idaho,5923.0,R
Oklahoma,5935.0,R
Tennessee,6099.0,R
New Mexico,6108.0,D
Kansas,6189.0,R
Virginia,6207.0,D
Kentucky,6319.0,R
Iowa,6325.0,R
Colorado,6334.0,D
Louisiana,6362.0,R
Hawaii,6441.0,D
Wyoming,6451.0,R
Florida,6569.0,R
Michigan,6675.0,R
Missouri,6769.0,R
Oregon,6834.0,D
Illinois,6836.0,D
California,6838.0,D
Nebraska,6934.0,R
Montana,6974.0,R
New Jersey,7111.0,D
Washington,7141.0,D
Maryland,7235.0,D
Indiana,7273.0,R
Rhode Island,7280.0,D
Ohio,7281.0,R
Maine,7420.0,D
Pennsylvania,7478.0,R
West Virginia,7494.0,R
Connecticut,7499.0,D
Wisconsin,7520.0,R
New York,7571.0,D
Minnesota,7849.0,D
North Dakota,8174.0,R
Delaware,8205.0,D
New Hampshire,8260.0,D
South Dakota,8406.0,R
Vermont,8488.0,D
Massachusetts,8902.0,D
District of Columbia,9735.0,D
Alaska,10020.0,R
