State,2016,Party
Mississippi,29109.0,R
Alabama,31497.0,R
Arkansas,31628.0,R
Oklahoma,32167.0,R
Kentucky,32720.0,R
South Carolina,32726.0,R
North Carolina,32856.0,R
Arizona,33059.0,R
West Virginia,33489.0,R
Tennessee,33539.0,R
Louisiana,33713.0,R
New Mexico,33757.0,D
Idaho,33761.0,R
Georgia,33788.0,R
Utah,34483.0,R
Indiana,34832.0,R
Kansas,35324.0,R
Texas,36134.0,R
Iowa,36361.0,R
Missouri,37291.0,R
Michigan,37795.0,R
Ohio,38040.0,R
Florida,38447.0,R
Nebraska,38831.0,R
Nevada,39074.0,D
Wisconsin,39152.0,R
Oregon,39160.0,D
Montana,39236.0,R
Wyoming,39604.0,R
Colorado,40552.0,D
South Dakota,40961.0,R
Illinois,41213.0,D
Pennsylvania,41316.0,R
Delaware,41416.0,D
Maine,41836.0,D
Rhode Island,41893.0,D
Virginia,42085.0,D
Washington,42427.0,D
California,42549.0,D
Minnesota,43397.0,D
Maryland,43593.0,D
Hawaii,44001.0,D
North Dakota,45871.0,R
Alaska,46205.0,R
Vermont,46429.0,D
New York,47668.0,D
New Hampshire,48335.0,D
New Jersey,49047.0,D
Connecticut,49215.0,D
Massachusetts,51292.0,D
District of Columbia,58795.0,D
