State,2016,Party
Mississippi,0.03584297933892872,R
West Virginia,0.03807783954652672,R
Arkansas,0.04026023456161674,R
Idaho,0.04103080160249171,R
Alabama,0.041909890460108665,R
South Carolina,0.0429586072358676,R
New Mexico,0.043527583750472124,D
Montana,0.043673446643589575,R
Kentucky,0.04401401294494007,R
Arizona,0.04481886947722196,R
Maine,0.0448832997700773,D
Florida,0.0455417686205971,R
Oklahoma,0.04556752856547245,R
Louisiana,0.0485720698526229,R
Missouri,0.04888713655931731,R
Michigan,0.04942170655332242,R
Tennessee,0.050410050541603156,R
Vermont,0.05076348056704246,D
Indiana,0.05096632593260725,R
North Carolina,0.05112091951107202,R
Nevada,0.05182924927413735,D
Utah,0.05190340277750382,R
Georgia,0.052371467759799416,R
Oregon,0.05257986843932581,D
Ohio,0.053534071892160896,R
Kansas,0.05388725744148432,R
Wisconsin,0.05431363323602353,R
Rhode Island,0.054594566461954826,D
Texas,0.05608688129177725,R
South Dakota,0.05632250902669305,R
Pennsylvania,0.056810223532195954,R
Iowa,0.05733801584034597,R
New Hampshire,0.05846494132862303,D
Virginia,0.058724337124882856,D
Colorado,0.059461187189881595,D
Hawaii,0.06013327645302226,D
Nebraska,0.06097440407721178,R
Wyoming,0.061176621620465076,R
Minnesota,0.06140065518155467,D
Illinois,0.06289253944085138,D
Maryland,0.0641126755964988,D
New Jersey,0.0656565053066642,D
Alaska,0.06657630392093394,R
Washington,0.06735759080031437,D
North Dakota,0.06737912130153201,R
California,0.06785788190639612,D
Delaware,0.073293456462656,D
Connecticut,0.07369648093800664,D
Massachusetts,0.07611920262711457,D
New York,0.07841499711614293,D
District of Columbia,0.18930192544636673,D
